"RECIPE_ID","RECIPE_NAME","RECIPE_IMAGE_URL","CATEGORY_ID","GARNISH_ID","GUIDE","USERNAME","MODIFYING_USER","ITS","UTS"
80,"Linsensuppe mit Wurst","",2,,"Möhre, Sellerie und Lauch in klitzekleine Würfel schneiden. Die Kartoffeln in Würfel mit einer Kantenlänge nicht über 5 mm schneiden.

Die Linsen waschen, abtropfen lassen und mit der Gemüsebrühe 30 Minuten köcheln lassen.

In einem zweiten Topf die Butter schmelzen und das Gemüse mit den Kartoffeln kurz anschwitzen. Mit der Rinderbrühe ablöschen und 5 Minuten köcheln lassen. Die Linsen dazugeben und alles gut mischen. Mit Essig abschmecken.

Petersilie oder Schnittlauch fein hacken und die gefüllten Teller damit garnieren.

Dies ist eine feine Variante für den Wochenanfang, wenn man am Wochenende viel Fleisch verzehrt hat.

Deftiger, aber auch kalorienreicher wird die Suppe durch Zugabe von klein geschnittenem Bauchspeck oder geräucherten Mettenden.","FRANZISKA","FRANZISKA",2023-05-03 00:00:00,2023-05-03 00:00:00
82,"Kartoffelsuppe","https://www.familienkost.de/images/omas-kartoffelsuppe.jpg",2,,"1. Putze zuerst das Suppengemüse und schäle die Kartoffeln und die Zwiebel oder den
Lauch. Würfle alles fein.
2. Nun brätst du in einem großen Topf deine Zwiebel oder den Lauch in etwas Olivenöl
glasig an. Wenn du möchtest, kannst du an dieser Stelle auch Schinkenwürfel oder
Speck mitbraten.
3. Anschließend gibst du das Suppengemüse und die Kartoffeln hinzu und gießt soviel
Wasser auf, dass alles gut bedeckt ist. Gib die beiden Lorbeerblätter und das
 1 / 2
Ein Rezept von Familienkost.de
© Jenny Böhme
https://www.familienkost.de
Gemüsebrühpulver hinzu und lass alles ca. 15 min köcheln.
4. Wenn die Kartoffeln weich sind, entfernst du die Lorbeerblätter wieder und pürierst alles
zu einer feinen sämigen Kartoffelnsuppe.
5. Zum Schluss kannst du noch die Creme Fraiche unterziehen und die Suppe nach
Belieben abschmecken.","FRANZISKA","FRANZISKA",2023-09-13 00:00:00,2023-09-13 00:00:00
83,"Tomate & Mozarella Salat","",3,,"","FRANZISKA","FRANZISKA",2023-10-21 00:00:00,2023-10-21 00:00:00
85,"Käsespätzle selbst gemacht","",2,,"","FRANZISKA","FRANZISKA",2023-12-30 00:00:00,2023-12-30 00:00:00
86,"Mie Nudeln mit Hähnchen","https://c.rewe-static.de/44075381/2/44075381.png?impolicy=rds&im=Resize,width=1480",2,,"","FRANZISKA","FRANZISKA",2024-01-26 00:00:00,2025-01-11 00:00:00
90,"Ofengemüse mit Kartoffeln","https://verzuckertbyolly.de/wp-content/uploads/2025/04/Ofengemuese-mit-Kartoffeln-1354.jpg",2,,"","FRANZISKA","FRANZISKA",2025-10-31 00:00:00,2025-10-31 00:00:00
91,"Hackbraten mit Ofengemüse","https://c.rewe-static.de/44574061/2/44574061.png?impolicy=rds&im=Resize,width=1480",2,,"Brötchen einweichen:
Brötchen in kleine Stücke schneiden, mit Milch übergießen, 10 Minuten ziehen lassen.

Zwiebeln anbraten:
Zwiebeln in etwas Öl glasig braten, Knoblauch kurz am Ende dazugeben.

Masse mischen:

Hackfleisch

eingeweichtes Brötchen

Zwiebel-Knoblauch

Ei

Senf

Paprikapulver, Salz, Pfeffer

(Optional Worcestersauce + Petersilie)

Alles gründlich von Hand verkneten.

Hackbraten formen:
Ein längliches Brot formen. Nicht zu fest drücken, sonst wird er trocken.

Backen:

Ofen: 180°C Ober-/Unterhitze

Form einfetten oder Backpapier

Hackbraten hineinsetzen

40–50 Minuten backen

Tipp: Alle 15 Minuten mit etwas Brühe übergießen, damit er saftiger bleibt.","TOBIAS","FRANZISKA",2025-11-16 00:00:00,2025-11-17 00:00:00
3,"Überbackene Käse-Schinken-Brötchen","https://www.daskochrezept.de/sites/daskochrezept.de/files/styles/full_width_2_teaser_tablet_4_3/public/rezepte/2008/8/Ueberbackene-Kaese-Schinken-Broetchen-48a73fcf59069.jpg?h=adbb760b&itok=_D1puFy-",2,,"","Franziska","FRANZISKA",2021-03-21 00:00:00,2021-12-03 00:00:00
4,"Pizza","https://www.koch-mit.de/app/uploads/2020/02/pizzatitel-300x169.jpg",2,,"","Franziska","",,
8,"Kartoffelpuffer","https://img.chefkoch-cdn.de/rezepte/459831139066902/bilder/1218906/crop-360x240/kartoffelpuffer-sehr-einfach.jpg",3,,"","Franziska","FRANZISKA",2020-12-28 00:00:00,2020-12-28 00:00:00
11,"Gebratene Asia-Nudeln","https://elavegan.com/wp-content/uploads/2020/10/eating-vegetable-stir-fry-noodles-with-chopsticks.jpg",3,,"","Franziska","FRANZISKA",2020-12-28 00:00:00,2020-12-28 00:00:00
16,"Gnocchi-Gemüsepfanne","https://i.rewe-static.de/rezepte/rewe-de/rezepte-und-gesund-geniessen/rezepte/kochen-mit-fuer-kinder/mittagessen-fuer-kinder/tortellini-pfanne-buntes-gemuese/tortellini-pfanne-mit-buntem-gemuese_rdk-rds_rv_hd.jpg",2,,"","Franziska","FRANZISKA",2021-02-27 00:00:00,2021-02-27 00:00:00
18,"Käsespätzle","https://www.tegut.com/fileadmin/tegut_upload/Rezepte/Kaesespaetzle-Roestzwiebel-1920x1080.jpg",2,,"","Franziska","",,
21,"Enchiladas mit Hackfleisch","https://img.chefkoch-cdn.de/rezepte/925921197897680/bilder/111612/fit-960x720/enchilada-verdura.jpg",2,,"","Franziska","FRANZISKA",2020-12-28 00:00:00,2021-03-21 00:00:00
25,"Hähnchencurry","https://img.chefkoch-cdn.de/rezepte/2560141400735209/bilder/695122/crop-960x540/haehnchencurry-mit-reis.jpg",2,,"","Franziska","FRANZISKA",2021-03-21 00:00:00,2021-03-21 00:00:00
33,"Gyros mit Zaziki","https://image.essen-und-trinken.de/11916060/t/Da/v8/w1440/r1/-/gyros-geschnetzeltes-7925bf09f87fc79eaed6125f5742856b-fjt2012051041-jpg--5645-.jpg",2,,"","Franziska","",,
36,"Pommes (selbst gemacht)","https://lydiasfoodblog.de/wp-content/uploads/2019/04/20180717_141642-01-01.jpeg",3,,"","Franziska","",,
37,"Currywurst","https://dierezepte.com/wp-content/uploads/2019/10/Currywurst.jpg",2,,"","Franziska","",,
40,"Roulade","https://ais.kochbar.de/kbrezept/537316_1010866/1200x1200/rouladen-vom-rind-oberschale-rezept-bild-nr-8313.jpg",2,,"","Franziska","FRANZISKA",2021-03-21 00:00:00,2021-03-21 00:00:00
42,"Nudelauflauf (Sahnesauce)","https://cdn.gutekueche.de/upload/rezept/758/1600x1200_einfacher-nudelauflauf.jpg",2,,"","Franziska","",,
43,"Mexikostangen","https://www.panobake.de/wp-content/uploads/2020/03/02703.jpg",3,,"","Franziska","",,
48,"Eingelegter Fetakäse","https://www.smarticular.net/wp-content/uploads/2018/07/veganen-feta-einlegen-3.jpg",3,,"","Franziska","FRANZISKA",2020-12-28 00:00:00,2020-12-28 00:00:00
51,"Taccosalat","https://i.pinimg.com/236x/5c/5c/1f/5c5c1f8186789e832549caf37eb0b227--salat-tacos-tacco-salat.jpg",3,,"","Franziska","",,
52,"Hot Dog","https://images.lecker.de/hot-dog-baguette-F6196003,id=137ca8c8,b=lecker,w=610,cg=c.jpg",2,,"","Franziska","",,
71,"Schweinefilet paniert","",2,,"","FRANZISKA","FRANZISKA",2021-11-01 00:00:00,2021-11-01 00:00:00
72,"Spargel Cordon Bleu mit Kartoffelwürfeln","https://img.chefkoch-cdn.de/rezepte/603041160049646/bilder/579395/crop-960x720/spargel-cordon-bleu-a-la-moziwis.jpg",2,,"Spargel kochen 
Kartoffeln würfeln und anbraten 
Spargel mit Käse und schinken einrollen
Spargelrollen in Mehl, Ei und Parniermehl einlegen
Creme Fraiche mit Knobi , Schnittlauch und Gartenkräutern vermischen.
Spargel braten und fertig :)","VIOLA","VIOLA",2022-05-25 00:00:00,2022-05-27 00:00:00
73,"Gurken-Apfel-Feldsalat","https://images.eatsmarter.de/sites/default/files/styles/1600x1200/public/feldsalat-mit-apfel-und-kaese-103687.jpg",3,,"Feldsalat waschen. 

1,5 Äpfel und Gurke in Würfel schneiden. Dann in den Mixer zerkleinern. 
1,5 Esslöffel Olivenöl, 1 Esslöffel Balsamicoessig, 1 Esslöffel Senf, Prise Salz und bei Bedarf Pfeffer unterrühren.
Pinienkerne rösten.
Den letzten Halben Apfel in kleine Scheiben schneiden und zusammen mit den Pinienkernen den Salat damit dekorieren.","VIOLA","VIOLA",2022-06-24 00:00:00,2022-06-24 00:00:00
78,"Morzarella Pommes Sticks","https://images.eatsmarter.de/sites/default/files/styles/max_size/public/frittierte-kaese-kartoffel-sticks-447900.jpg",3,,"2-3 grosse Kartoffeln 
70gr Speisestärke
Öl zum frittieren 
2 Hände geriebener Morzarella

Kartoffeln Schälen und in Würfel schneiden.
Weich kochen , abgiessen und zu Brei zermalmen. 
Mit stärke und geriebenem Käse vermischen, salzen und Teig ausrollen. 
In Sticks schneiden und frittieren","VIOLA","VIOLA",2023-01-24 00:00:00,2023-01-24 00:00:00
79,"Cremige Parmesan Spaghetti","https://www.thisisnotdietfood.com/wp-content/uploads/2019/11/instantpotspaghettiwithricotta-12-of-12-min.jpg",2,,"150gr Parmesan 
3 Eigelb 
Paprikagewürz
Knoblauch 
etwas passierte Tomaten 
200gr Spaghetti
Olivenöl

Eigelb mit Parmesan und Paprika vermischen. 
Knobi zerkleinern und im Olivenöl anbraten. 
Passierte Tomaten hinzufügen 
etwas köcheln und Spaghetti zugeben. Dann die Eiermischung untermischen und fertig","VIOLA","VIOLA",2023-01-24 00:00:00,2023-01-24 00:00:00
81,"Linguine mit Zitrone, Feta und Basilikum (Alex)","https://dishes-delicious.de/wp-content/uploads/2018/07/Pasta-al-Limone.jpg",2,,"300 g getrocknete Nudeln oder 500g frische
4 EL Olivenöl
50 g Parmesan
Handvoll Basilikum
200 g Feta (zerkrümelt)
Salz, Pfeffer
1 Bio-Zitrone (Saft und abgeriebene Schale)
2 EL geröstete Pinienkerne


Die frischen Nudeln 2 Minuten in reichlich kochendes Salzwasser geben. (Falls Sie getrocknete wählen, nach Packungsanleitung al dente garen). In ein Sieb geben und dabei etwa 2 EL Kochwasser im Topf zurückbehalten.

Die Nudeln sofort wieder in den Topf füllen und gut mit Olivenöl, Zitronensaft, Zitronenschale, geriebenem Parmesan, Basilikum und drei Viertel des Feta vermengen. Mit Salz und Pfeffer erneut abschmecken und auf vorgewärmte Teller verteilen, mit dem restlichen Käse und den Pinienkernen bestreuen und sofort servieren.","FRANZISKA","FRANZISKA",2023-08-17 00:00:00,2025-01-06 00:00:00
84,"Spätzle selbst gemacht","",2,,"","FRANZISKA","FRANZISKA",2023-12-30 00:00:00,2023-12-30 00:00:00
87,"Fetagemüse mit Ofenkartoffeln","",2,,"Kartoffeln klein schneiden, mit Ölivenöl und Bratkartoffelgewürz verführen und auf dem Blech in den Bachofen
Zucchine, Paprika und Feta klein schneiden und mit etwas Öl und Gewürzen in einer Auflaufform im Ofen backen.","FRANZISKA","FRANZISKA",2025-01-20 00:00:00,2025-01-20 00:00:00
88,"Süßkartoffel-Curry","",2,,"Scharlotten und Karotten schneiden, Knoblauch und Ingwer reiben
Süßkartoffeln würfeln
Scharlotten, Knoblauch, Ingwer und Curry-Paste anbraten
Karotten und Süßkartoffeln dazu geben - nach Belieben Curry-Pulver dazu geben
Mit Kokosmilch und passierten Tomaten aufgießen
Limette ausdrücken
köcheln lassen (20 Minuten bei schwacher Hitze)
Mit Kreuzkümmel würzen
Mit Salz und Pfeffer abschmecken

Basmatireis kochen","FRANZISKA","FRANZISKA",2025-01-20 00:00:00,2025-01-20 00:00:00
89,"Tortelliniauflauf mit Gemüse","",2,,"","FRANZISKA","FRANZISKA",2025-05-19 00:00:00,2025-05-19 00:00:00
92,"Gefüllte Paprika","https://ais.kochbar.de/kbrezept/519067_923094/1200x1200/gefuellte-paprika-in-fruchtiger-tomatensosse-rezept-bild-nr-295.jpg",2,,"Für die Paprika:

4 große Paprika (rot oder gelb, stehen am besten)

500 g gemischtes Hackfleisch

1 kleine Zwiebel, fein gewürfelt

2–3 Knoblauchzehen, fein gehackt

100 g gekochter Reis (ca. ½ Tasse roh)

1 Ei

2 TL Paprikapulver (edelsüß)

1 TL Salz

½ TL Pfeffer

Optional: 1 TL Senf

Optional: etwas Petersilie

Für die Sauce:

1 Zwiebel, grob gewürfelt

1–2 Knoblauchzehen

1 EL Tomatenmark

400 ml passierte Tomaten

200 ml Gemüse- oder Rinderbrühe

1 TL Paprikapulver

Salz, Pfeffer

1 TL Zucker oder Honig

Optional: 1 Schuss Sahne für extra cremig","FRANZISKA","FRANZISKA",2025-11-17 00:00:00,2025-11-17 00:00:00
93,"Pizzadom 3 Personen","https://i.otto.de/i/otto/e2606a8d-90a0-452a-8461-d53e0ae4c6bf?h=1040&w=1102&sm=clamp&upscale=true&fmt=auto&qlt=40&unsharp=0,1,0.6,7",2,,"24 Stunden Pizzateig.😍🍕 Zum Rezept geht es hier.👇🏼

•500 Weizenmehl Typ00
•325g kaltes Wasser
•15g feines Meersalz
•0,5g frische Hefe

1️⃣Beginne mit einer Autolyse. Dazu das Mehl und 90% der gesamten Wassermenge in eine Schüssel geben und mit einem Kochlöffel vermengen. Abdecken und 30 Minuten ruhen lassen.

2️⃣Nach dieser Zeit die Hefe in restlichen Wasser auflösen, über den Autolyseteig geben und in den Teig einarbeiten.

3️⃣Anschließend den Teig auf die Arbeitsplatte geben das Salz einarbeiten und 10-15 kräftig kneten, bis er geschmeidig wird. Den Teig dehnen und falten, auf Spannung schleifen und 12-16 Stunden luftdicht verschlossen bei Raumtemperatur ruhren lassen.

4️⃣Am nächsten Tag den Teig auf die Arbeitsplatte stürzen und in drei 280g schwere Stücke teilen. Ziehe das Stück dann von außen in die Mitte, wende es und schleife es richtig schön auf Spannung. Die Teiglinge dürfen dann nochmal 6 Stunden luftdicht verschlossen ruhen.

Danach den Teigling abstechen, ausbreiten, belegen und backen.","FRANZISKA","FRANZISKA",2025-11-21 00:00:00,2025-11-21 00:00:00
94,"Hokkaido-Kürbissuppe","https://cdn.stoneline.de/thumbnail/fc/40/2a/1727424232/Kuerbis-1-Hokkaido-Kuerbissuppe_1920x1920.jpeg?ts=1727343003",2,,"1.
Erhitze das Olivenöl in einem großen Topf und brate die gehackte Zwiebel und den Knoblauch darin an, bis sie glasig sind. Gib die Kürbisstücke hinzu und brate sie kurz mit, damit sie leicht Röstaromen annehmen.

2.
Füge die Gemüsebrühe hinzu und bringe alles zum Kochen. Lasse den Kürbis bei mittlerer Hitze etwa 15-20 Minuten köcheln, bis er weich ist. Verwende einen Stabmixer oder Standmixer, um die Suppe fein zu pürieren.

3.
Rühre die Kokosmilch oder Sahne unter die Suppe und schmecke sie mit Salz, Pfeffer und Muskatnuss ab. Lasse die Suppe noch einmal kurz aufkochen.

4.
Zum Servieren verteilst du die Suppe in Schüsseln, gibst jeweils einen Schuss Crème Fraîche in die Mitte und bestreust sie mit gerösteten Kürbiskernen. Nach Belieben kannst du die Suppe noch mit frischer Petersilie garnieren.","FRANZISKA","FRANZISKA",2025-12-09 00:00:00,2025-12-09 00:00:00
95,"Bulgogi","https://static01.nyt.com/images/2023/11/14/multimedia/JM-Bulgogi-qmfj/JM-Bulgogi-qmfj-mediumSquareAt3X.jpg",2,,"Zubereitung
1️⃣ Fleisch marinieren

Das Fleisch sehr dünn schneiden.

Alle Zutaten für die Marinade mischen.

Fleisch in die Marinade geben, gut vermengen.

Mindestens 30 Min., besser 2–4 Stunden, ideal über Nacht marinieren.

2️⃣ Braten

Sehr heiße Pfanne oder Wok.

Zwiebeln & Karotten kurz anbraten.

Fleisch portionsweise (!) dazugeben, schnell scharf braten.

Ziel: leicht karamellisieren, nicht kochen.

Restliche Marinade kurz mit einkochen lassen.

Frühlingszwiebeln am Ende unterheben.

Mit Sesam bestreuen.

Beilagen

gedämpfter Reis

Gurkensalat oder Kimchi

optional: Salatblätter zum Einwickeln

Wichtig für perfekten Geschmack

Fleisch wirklich dünn schneiden.

Nicht zu voll in die Pfanne – lieber mehrere Durchgänge.

Birne/Apfel nicht weglassen → macht butterzart.

Kurz, heiß, schnell braten.","FRANZISKA","FRANZISKA",2025-12-23 00:00:00,2025-12-23 00:00:00
